id,comment
노빠꾸-z6q,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was never, never a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh, oh, oh, oh, ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
sunset__02,2020/8/24 원하는 대학 수시로 합격후 오겠습니다.수시발표 11월..그때 좋은 결과 들고 오겠습니다.2020/11/3 드디어 수시결과합격했습니다!!이 노래가 절 합격의 길로 이끌었습니다!
haedup,전문가들이 코로나 이전의 삶으로 되돌아갈 수 없다던데 다시는 이런 공연을 못 보게 될 수도 있다는 건가그건 너무 슬픈데ㅠ
김야옹이-t4p,"번역 매끄러운거 보소...'그' 사람이 했다면 어땠을까..어땠을까...어땠을까아...""나는 세상을 지배하곤 했었지.""로 시작할라나.."
spooon90,이노래는 북을 뿌실듯이 치다가 중반부부터 죽을듯이 종을 치는형이 하나의 킬포이다
pulbak2597,왜 황석희 번역가님의 갓번역은 언급이없죠
남정민-z1c,"이 노래는 진짜 예술의 결정체 같음.루이16세를 연상케하는 내용의 가사를 쓰긴 했는데 단지 역사적 사실에만 머물러 있지 않고, 이 노래에 담긴 감정이 현대까지 관통하는 거 같음.자신의 찬란한 때를 그리워 하는 외로운 사람. 세상의 공감의 받지 못하고 반대방향에 있는 사람의 심정을 담아 냈기 때문에 그런듯.그러면서도 어떻게보면 침울하기 마련인데 또 반면에 노래는 신나는 멜로디로 끌고가는 기묘한 조화(?)가 있음. 마치 점점 다가오는 혁명의 목소리 같음.그리고 보통 민중의 입장에서 역사를 해석하는데, 반대로 이 노래는 왕의 입장에 주목했음. 과거 절대왕정의 잘못에 대한 대가로, 그리고 세상이 진보하기위해 자신의 머리를 내놓아야 하는데. 이는 한 개인의 입장에서 보면 비통한 일이지. 결국 왕이고 뭐고는 중요한게 아니라 왕 또한 인생을 딱 한번만 살아볼 수 있는 나약한 인간일뿐이지. 왕이라는 권력자의 목숨값을 노래하면서 인간의 본모습까지 연결되는 멜랑꼴리함이 있는듯.오랜만에 밤에 이 노래 들으러와서 감성 폭발해서 댓글 남김.2009년 1월에 전역하고 라디오를 많이 들었는데. 그때 배철수의 음악캠프에서 이 노래가 나왔었음. 나 또한 당시는 세상 뭐든 도전하면 될 거같은 스물넷이었는데. 이제 내년이면 마흔임."
hwan01_official,영상미 미쳤다 영화의 한 부분 같네 ㄷㄷ번역가님의 자막도 한 수인듯
coolweather9419,"요즘 정신적으로 일이든 체력이든 지쳐있었는데  이 노래만 들으면  어두운 지친 생각들이 싹 걷히고서 그렇게 뭉클하고 기분이 울컥하네요. 제게 승전보같은 노래인데, 정말 라이브로 이렇게 보니 더 행복합니다. ️"
tykim444,맨 뒤에 북치는 대머리 아저씨 사랑스럽다는 댓글 어디갔냐우울할때 마다 와서 웃고 갔는데..내가 써야겠네맨뒤에서 박자도 안 틀리고 치는 대머리 아저씨 너무 사랑스럽다정말 '모'자람이 없어..
정민호-d1u,가사가 중간중간 비는 부분이 많은데 이정도 분위기가 사는 곡인게 ㄹㅇ 대단하다
vanmumani,이 노래 음원으로 못듣겠음 관중들의 환호와 떼창이 없어서
이예진-v5m,이 노래 전지적 박근혜 시점이라는 댓글 어디갔냐
무야호-p2x,와 ㄹㅇ 학교 공연에서 반애들몇명끼리비바라비다 부른데서 내가 북이랑 종 동시에 치는거 했는데왜 저렇게 고개 휘적휘적하면서 치는지 알거같음한번 놓치면 바로 뇌정지와서 ㅈ됨ㅋㅋㅋㅋ
gggggg-w8s,전 세계 어느 나라를 가던 남녀노소가 서로 갈려고 난리인 콘서트 ㄷㄷ
presentyoo,내 버킷리스트중 하나가 콜드플레이 공연보는거다..17년도 공연 잊지 못해요
beatrice1163,어릴 때 이 노래 듣고 무슨 곡인지 엄청 궁금해했는데 콜드플레이 음악이었구나 ㅋㅋㅋㅋ
강지원-d8q8x,"""나는 퇴물이란 단어가 진짜 싫었음.. 전성기가 지났다는 거니까.. 지금은 퇴물이란 단어를 받아도 감사함을 느낌 나도 전성기가 있었다는 거니까"" 라는 명언"
바른생각-x1u,야호 내한공연 티켓팅 성공 했습니다 25년 4월에 뵈요
spspkj,이런 무대를 한번만이라도 공연해보면 진짜 그 자리서 죽어도 여한이 없을듯 ㄹㅇ
tongdarknara83,사랑하는 사람이 매일아침 듣고 힘내는 곡^^매일매일 힘낼수 있길..
먕-o5d,"지금은 꿈도 꿀수 없는 장면이다,,,"
ee-py1me,자 티켓팅 성공한 콜붕이들은 개추눌러볼까?
번역좌,10년 넘게 들어도 질리지 않는 명곡...
백기록-k9s,나는 직접 봤지.. 잊을 수 없다.. 최고였다ㅜㅜ
오상은-s4b,예루살렘의 종소리와 로마 기병대의 목소리가 들리는 듯 하다는 가사는 대체 어떻게 쓰는거지
michaelSeol,한국 티비 드라마 최고의 명대사 <궁중에 허언은 없다>
楽しい-i4n,분명 신나는데 왠지 모르게 공허한 느낌이다...쫒겨난왕과 새로 즉위하는 왕 가사 진짜 잘 쓴거같음
ksvw,이 곡은 진짜 다른 건 끊어도 이거만큼은 못 끊겠다
agneskim4449,한편으론 덧없는 것들에 대해 노래하는 것 같아요. 모래위 지어진 성처럼 근사해보이지만 덧없는 것들..하지만 그것을 슬프게 바라보는 것이 아니라 흘러간 과거처럼 그저 바라보는 듯한 느낌이에요.
nicknamech,최고의 명곡이 아닌가 싶습니다.가사 해석을 보며 들으니 더더욱 무슨 말인지 모르는 느낌이 너무 좋네요
내폰은삼성폰,할아버지 할머니세대 비틀즈부모세대 퀸우리세대 콜드플레이
찰비빔면,진짜 벅차오름이란게 이런거지 ㅠㅠㅠ 그냥 이 영상속 모든게 행복해진다...노래를 듣고 무대는 보는 관객도 노래를 부르고 같이 뛰는 콜드플레이도 열심히 북치는 아저씨도모두 너무 행복하고 즐거워 보임. 에너지가 영상 너머 나한테까지 전해진다..크으으
서영-b7q5u,ㄹㅇ 노래 들으면서 가사까지 같이 읽으면 영화 보는 것처럼 가슴이 웅장해짐 가사가 또 스토리가 있어서 그 장면을 저절로 상상하면서 듣게 됨
vovsin1122,정기적으로 봐야할 동영상
jgbong,음악은 비루할지도 모르는 우리의 삶을 영화로 만들어줍니다.
이재권-l9p,양파 사고 집으로 들어오면서 이 노래 듣는데 양파 생으로 다 씹어먹을 수 있을 것 같다
jyan290,3:01 몇번을 돌려보는지 모르겠다... 팝송 듣다가 지금 못 빠져 나가고 있어ㅠㅠㅠㅠㅠ 콜드플레이 콘서트 내 버킷리스트에 넣었음
쿼크,내가 만든노래가 저렇게 많은사람들에게 희망을 주고 저사람들이 내노래를 좋아해주고 그게 시너지가 되어 하나의 웅장한 무대가 만들어 진다생각하니까 진짜 대박이겠다
꿀벌-u9p,시험 치는사람 모두 기 받아가셈~
노영훈-b4o,다신 못올밴드같아서 이틀전부 갔다왔는데 돈 정말잘쓴거 같다
엥으-w9m,콜드플레이 지금 한국이니까 갈땐 가더라도 유희열의 스케치북은 제발 찍고가
chulhong37,이거 보며 언젠가 가고싶다 여러번 생각 했는데 오늘 티켓팅 성공..것두 제 생일에 공연이네요.감정표현 잘안하는데 오늘은 정말 행복하네요
샤샤-t8x,진짜 코로나가 언젠가 잠잠해지면 꼭 콜드플레이 내한 갈 수 있게 해주세요 ㅜㅜㅜ....
declan5383,그들은 입으로 뱉는걸 2개나 만들었다.노래와 음식
메르엠,어째 인류가 이 노래를 부를 날이 머지 않았을거 같다
feelgood09,내년에 봬요~티켓팅 성공~!
대림동불주먹,"할아버지께서는 아빠에게 비틀즈에 대해서 말했어 ,  그리고 아빠는 나에게 퀸에 대해 말했지  , 이제 나는 자식에게 콜드플레이를 말해줄거야."
가르강튀아-u8h,코로나가 시작되고 이런 공연이 사라졌지.. 기회만 된다면 걱정 없이 즐기며 이런 하루를 보내고 싶다
현현-h3r,진짜 함성소리 섞은거로 리믹스 멜론에 만들어줘야함
토끼웅냠냠-t3w,이렇게 신나는데 그 감정을 조절하고 저렇게 노래를 부른다는게 대단하다
이지영-t7l3r,북치는게 얼마나 힘드나 싶어서 침대 쾅쾅 치면서 노래들었는데 정줄 놓고 치는 이유 알겠음
chl6548,와 이런 가슴울리는 느낌 오랜만이다 ...
김예준-m9y,요오즘에도 듣는사람 출첵
shriver1003,우와 진짜 유트브 알고리즘  미쳤다고기집 에서 이노래 듣고 네이버로 노래찾기했는데사람들 웅성웅성 말하는 소리로 못찾아서 지나갔는데 유트브 가 찾아주네 ㅋㅋ 유트브 도청 하나 ㅎㄹ
방준원-b3b,이 노래는 북이 반은 먹고 들어간다
rasun531,3:13인류 노래 역사상 가장 위대한 파트
douglasmacarthur3126,어느 외국 유저가 이러던데친구: 왜 그딴 늙은 노래를 듣냐? 유저: 너네 할머니도 늙으셨지만 넌 항상 그분 말씀을 듣잖아
강선희-n9o,대단해!!40대에 저런 열정과 에너지가 넘치는 멋진 콜드플레이!!
호로로롤호로로로롤,와 저기 있으면 약간 팬이 아니라 신도가 될 것 같은 느낌이자나
qkrgk8173,영국이 음식을 포기하고 프랑스가 음악을 포기할 때 왜 우리는 먹을 거 재배하면서 노래했냐고
jwoo6329,내일 시험 합격 하고 돌아오겠습니다!VIVA LA VIDA!
414aje,저 현장의 활기를 느껴보고싶다... 얼마나 가슴이 뛸까
뺙-x1w,코로나때문에 뭔가 저렇게 콘서트를하고 다같이 떼창하고있는 모습만 봐도 알수없는 감정이
체리한체리,이 노래는 음원으로 들어도 좋지만 역시 이 영상이 최고인 것 같다 영상을 보며 느끼는 심장의 두근거림과 웅장함은 음원과 비교도 할 수 없어
건-p6j,어떤 느낌일까 저렇게 많은 사람들이 정말 즐거워하며 자신에게 환호하며 지켜보는 모습을 보는 저 주인공은 어떤 느낌일까
lanceprettna4475,누가 그랬는데 이 곡은 오래될 수록 와인처럼 더 좋아진다고
이성찬-t2y,유이가하마 유이 사랑해
tgan7882,유니버스 보고 온분~다시 들으니 아소오름 돋는다
유령회원-j9o,사랑 이별 노래만 듣다가.. 가슴이 확 뚫리는군..
예진-m8d,"I used to rule the world Seas would rise when I gave the wordNow in the morning I sweep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, Long live the kingOne minute I held the key Next the walls were closed on meAnd I discovered the my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was neverNever an honest wordBut that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what's I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a ringingRoman Cavaly choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
붜라해,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sweep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, Long live the kingOne minute I held the keyNext the walls were closed on meAnd I discovered the my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was neverNever an honest wordBut that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what's I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a ringingRoman Cavaly choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
이승민-t4s5u,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
크롱-c9d,콜플 언제 또 와..?? 나 못 갔단 말이야... 얼른 내한해 죽을 거 같아... 내가 집에서 매일매일 1인 콘서트 개최해야겠냐구ㅜㅜ우우ㅠㅠㅜㅜ
노긍정센세,여러라이브영상중 이게 진짜 짱인듯무대며 가수며 관객이며 가사에 대한 해석이며
익명1-c1h,이 영상을 처음에는 노래가 좋아서 듣게 되다가 그다음엔 현장 분위기에 취해서 또 듣게 되고 그렇게 또 듣다보면 마지막에는 북 치시는 분 텐션에 취해서 영상을 다시 보게 되는 매력이 있습니다. 저도 노래 내내 북 따라쳐봤는데 팔이 부셔질거 같더라고요. 북치시는거 보면 존경스러워요
jasonjung1396,번역은 이렇게 하는거구나..
안창민-d8r,이거 진짜 콘서트 찍은거에요?무슨 영화에 한 장면같네......
SLn_1215,하…이 웅장한 비트 사운드와 크고 우람하고 아름다운 스타디움…거기에 관중들의 환호성까지…이래서 내가 이걸 못끊지..
mj-rq1hh,팝송 잘 모르지만 이 노래는 너무 개슴이 웅장해진다ㅠㅠ20살에 군복무중인데 힐링되네ㅠㅠ
bear_cannot_live_in_one_house,한 20년 지나면 보헤미안 랩소디처럼 영화 나오겠네 이 무대 똑같이 재현하는걸로
Yoenhee_01,버킷리스트: 1. 콜드플레이 콘서트 가기
김형준-z9b,죽기 전에 콜드플레이 공연 가서 오오오오오 해보고 싶다 이건 진짜..
김태성-h8y,힘들때마다 듣고 보자
무명-g5h,나혼자 이영상 매일보는거 아닐꺼야....그치??
유하-d2z,"영어 가사I used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old King is dead, long live the KingOne minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you'd gone there was neverNever an honest wordAnd that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a-ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
jisoolee2719,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was never, never a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh, oh, oh, oh, ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
흐힣,이영상 처음 봤을 때부터 콜드플레이 콘서트 너무 가고 싶었는데 몇 년만에 내한 온다는 소식을 듣고 살면서 처음으로 티켓팅 도전했는데 성공했습니다 벌써부터 너무 설레요ㅎㅎ 내년에 떼창하러 가겠습니다
ono5081,2:10 ㅈㄴ힘든데 옆에서 깔짝대ㅋㅋㅋㅋㅋ
루브드,진짜 노래개잘뽑고 가사도지림. 진짜 댓글이 말한것처럼 중세왕기분.
진짜코,이거 가사 잘보면 약간 찬송가+팝송 같음
Prime750,도입부만 들어도 가슴이 뛰는 명곡
DynamicLD,라이브로 북치는게 왜이렇게 좋지
놀라면우는고양이,많은 노래들을 들으며 눈물이 끊이지 않은적은 정말 많았지만 방금 이 노래를 처음 들었을때처럼 소름이 끊이지 않은적은 진짜 처음임. 노래로 최면을 건건지 진짜 내가 저 무대에 서있는것처럼 가슴에서 웅장함을 느끼고 저 사람에게 이입을해서 무대를 즐기는듯한 느낌이 들었음. 이걸 쓰는 와중에도 온몸에 소름이 가시질 않음.
Noblesse_go,무대가 너무 간절한 상태인데 이 영상만 보면 뭔가 벅차다 처음 이 영상을 봤을 땐 부러웠는데 이제는 부러움을 넘어서서 내가 과연 무대를 섰을 때 저런 음악을 할 수 있을까 싶어졌다 뭔가 다 내 자신이 못미덥고 노력으로 이뤄낸 저 무대를 하는 콜드 플레이가 너무나도 대단하고 존경스럽다 저런 무대를 해볼 수 있을까
witymeo3684,omg...엄청난 무대다웅장하고 순수함의 거대한 에너지가 느껴진다
정현웅-b4d,이런 가사를 한국어로 쓰면...화려한 조명이 나를 감싸네..?
하버드교환학생,왕이 물러나는 내용이지만 왕으로 올라갈때 들으면 더 좋을노래.
kyujin2902,비트자체가 심장을 울리는 명곡
대빵e얌-e1r,대한민국 16강 기념 ㅊㅋ기념으로 들으러 왔습니다...^^대한민국 축구 홧팅!!
ibel5984,뭔가 감동이다 시간을되돌려서 코로나가 없게 만들고 저공연에가서 보고싶네
redmanandpigs,아직 듣고 있진 않겠지?
멍냥-g2d,어릴때 듣고 무슨노래였는지의 의문이 3년만에 풀렸다.. ㅠㅠ
삐오-g9j,예전 댓글 중에 “인류의 역사가 비디오게임이면 이 노래는 엔딩 크레딧으로 나올 것이다”라는 걸 봤는데 요즘 세상을 보면 이럴 날이 정말 멀지 않은 것 같다는 생각이 듦....
user-berunaruberuberu,한번도 못본 사람은 있어도 한번만 본 사람은 없는 영상
임선영-s2r,하현상팀 덕분에 콜드플레이 원곡을 들어보네요. 원곡에서는 북소리가 인상적이네요.
가나다라마바사아-w1i,이 노래의 숨은 레전드는 북치는 분이라면서요..
football_forrest,죽기전에 한번이라도 실제로 보고 느낄 수 있을까
shay9237,드럼이 극한직업인 밴드중 하나힘내세요 챔피언...
iihhbb88,여러분 새해 복 많이 받으세요
프리한리니지,코로나 : 난 세상을 지배했었지
MungTaengYi,이 정도면 이세계에서 왕이었다가 돌아온거 아님?
A맨,웅장해진다….다시 이런공연을 보는 날이 오기를 제발~~~
bono3074,0:07초 비트에 맞춰서 점프 뛰는거 실화냐 개부럽다ㅜㅜ
bbackgga100,듣고있는 모두가 승자 입니다. 인파속에서 나를 증명 할수있는 목소리!!  오오오오오~~
즐거운한영,이노래만 들으면 뭔가 가장 높은 곳에서 하늘을 날고 있는 기분임. 그 있잖아 뭔가 다 할 수 있을꺼 같은.. 그래서 이노래 들으면서 옥상 올라가서 난간 위로 올라갔다가 나도 모르게 뛰어 내릴뻔 했다
eunseo08joe20,콜드플레이의 콘서트 영상을 보니 가슴이 뛰네요. 다시 내한해줬으면 좋겠습니다. 이 노래는 다시 들어도 명곡인것같아요
ghkddlswns,0:00 영화의 한장면 같다
bigdataanalysisresult,빅 데이터 분석결과.위대한 쇼맨으로 웅장해진 가슴을 터뜨리러 오는곳
sang-cheolkim5149,유튜브 알고리즘이 뭐 독심술이라도 하나? 어제 퇴근길 운전하면서 FM라디오 음악방송 들으면서 이 노래 한번 듣고 싶다 했는데...바로 알고리즘 추천으로 뜨는..노래 가사도 여러가지 생각을 들게 만드는...
당근이-z2m,헐 뭐야 님들 왜 여깄음? 나만 보러온 게 아녔네 ㅋㅋ
하얀벽-j4j,직관한 사람들 인생에 후회가 없겠다 진짜 부럽네
시온김-j8m,와~~~~~~~~~~~~~!! 소리질러~~~~~~~~~~~~~~! ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜 넘넘 감동이에요 ㅠㅠㅠㅠ 이렇게 영광스러운 무대 볼 수 있게 해주셔서 감사하고 자막까지 달아주셔서 감사합니다 흑흑흐긓그 흑흐긓 ㅠㅠㅠㅠㅠ 외쳐 갓드플레이~!~!~~!~!~!~!~~!~
진스텝-f5h,스텐딩 2번 성공. 내 인생 엔딩곡 들으러 가야지 느껴보고 싶었어 그 현장에서의 감정
SabuKim,개인적으로 보헤미안 랩소디처럼 콜드플레이도 영화로 보고 싶다...다들 영화관에서 오오오오오~ 하는거 생각하니까 기대가 된다.
이혁진-m2i,이 라이브 영상 들으면 음원 못 들어 진짜...
허서형-y2q,진짜 가슴이 웅장해진다. 저정도 떼창을 무대에서 들을 거 생각하면 진짜 소름돋는다.
hyun8636,쿠플 콜드플레이 콘서트 보고 뽕차서 다시 보러옴 ㅠㅠ 이 무대 직접 느껴보고 싶다 진짜...
romijml1580,최고의 밴드마약도 안하며 가치관이 건전한이 밴드를 사랑합니다
GQ-lh6up,초등학생때 마인크래프트 fallen kingdom 듣고 이 노래를 알았는데 이 노랜몇년이 지나도 좋다
jerryyoun3168,2019년 4월 마지막주네... 다들 화이팅
오대산-p4f,새해 첫곡으로 이곡을 들으러 오신 분들의 소망이 이루어지길 기원합니다
녕안-n1n,콜플 최애곡 Viva La Vida 언제 들어도 좋다. 나온지 꽤 됐는데도 아직까지 즐겨 찾아듣는 곡 ㅠ 영상 감사합니다 ~
스웨터-i5w,노래가 나온지 꽤 되었는데 언제 들어도 좋네요
idonggun1124,죽었을때 귀는 30분동안 열려 있는다 하는데 그때 이노래가 귀에 울려퍼지면 좋겠다
원딜벌레면겜던짐,롤실력 갑자기 올라서 마스터티어까지 수직상승했을때 매순간 이노래 틀었었음 그래서 항상 뭘 도전할때 이노래 듣는 습관이생김
user-eb7hk8cz9r,저렇게 마스크 안쓰고 콘서트 다같이 즐길때가 그립다...
jayk4762,음식을 포기하고 음악을 선택한 영국아티스트들은 먹을만한게 없어서 헝그리 정신으로 작곡했나보네
이수민836,1:05 콜드 플레이의 매력에  빠지면 이렇게되는건가
멩-v2c,고등학생때는 가사만 주구장창 외웠었는데 벌써 내돈으로 공연 보러갈 나이가 되었다... 같이 떼창할 내년을 기약하며...️‍
아저씨-c5k,저분들 코로나 끝나고 내한공연 함 모셔야함. 그래야 K-때창으로 혼쭐을 내주지
xm.r9,오늘도 내 심장을 뛰게하는 노래. 감사합니다.
icebear5736,시대가 변해도 영원한 명곡
SeoCheonNS,사랑 관련한 노래가 아니어도 얼마든지 훌륭한 노래가 나올 수 있다는걸 알게된 대표적인 노래죠.
전설의양산마취총,할아버지 할머니 세대 : 라떼는 비틀즈가...어머니 아버지 세대 : 라떼는 퀸이...우리세대 : 지금은 콜드플레이가...
myfrienddada8989,진짜 가슴까지 뻥 뚫리는 기분 너무 멋있음
longlivethegombo,시민의 왕이 등극한 프랑스의 상황을 으스트리아의 작은 도시에서 들은 샤를 10세의 상황
또또라스,와..팝송모음 플리 듣다가 발견했는데 노래 진짜 미쳤네요..중독성있고 뭔가 웅장해지는 느낌..무대위에서 북치는 아저씨랑 연주하시는분들 그리고 노래 부르는 Coldplay 다 너무 멋지네요..멜론노래도 좋긴한데 공연영상으로 보면 더더 좋은.. 개인적으로 03:01이때가 하이라이트같네요 뭔가 더 웅장해지는 느낌.. 이제부터 Coldplay 팬 하겠습니다..+티켓팅 성공하신분들 다 축하드려요..저도 죽기전에는 한번 가보고싶네요
밥먹어도돼요은총이,아름다운 멜로디와 시적인 의미를둔 가사까지.. 너무 아름답다
user-sf1qt7fs3d,제목이 기억 안 나서 북 치는 무대라고 쳣는데 최상단에 뜨네ㅋㅋㅋ 아주조아
wcmlk-k8l,크리스 마틴도 단명하면 전설로 남아서 영화가 나오겠지만 영화로 안나와도 되니까 오래오래 살아서 계속 좋은노래 들려줬으면 좋겠다
gsnaga33,아무리 좋아하는 노래도 수백 수천 번 듣다보면 질리는데 이 노래는 도무지 질리지가 않는다..언제나 용기가 필요할 때마다 듣고 또 듣는 노래
user-fg2zm1ig4o,한국은 랩의 나라가 아닌 락의 나라가 되었어야했다
whitelive7498,보고 있나? 박지훈? 번역은 이렇게 하는 거야!
wowls9570,와 진짜 너무 멋있어서 들으면서 공부하려다가 때려치고 보면서 듣는중...ㅋㅋㅋ진짜 너무 좋고
챙미,설거지를 하면서 들어도 내가 여왕이 된 느낌을 들게 해주는 내 인생곡... 진짜 명곡입니다 ㅠㅠ
특바리,인생에서 성공하면  이런 기분이겠지
On_the_LOK,같은 주파수를 들을 수 있는 지구인이라면 전율이 돋을 수밖에 없는 무대다 진짜
후우꾸꾸우후오오-p7w,저걸 영화로 만들면 조질듯
Never_in_vain,내한공연 예매하고 들으러오니까 존나 설렘..
장상우-b9i,2020 9월입니다생존자는 손을 들어주세요
Arbalest150,나의 거울과 검과 방패가 되어주오 이방의 선교자들이여 가사부터 간지남
머슬0202,퀸이없는시대를달래줄콜드플레이임 ㄹㅇ
yum1335,이 노래는 모두가 하나가 되서 부를 수 있는 노래다 모두가 웃는 모습으로 다같이 노래 부르는거 왜이렇게 감동적이냐ㅠㅠ
misuktv,신나는 음악! 관객의 함성이 그리워 지네요. 코로나가 지나면  멋진 무대!  다시 볼수 있겠죠!
bigfanofyewon6807,이상하게 국뽕이 차오르는노래.........
dojugi123,제목만 보고 어떤 노래인지 몰랐는데 영상 틀어서 들어보니 아! 이노래였구나 할정도로 유명한 곡이죠 ㅎㅎ 콜드플레이 정말 너무 멋있고 노래도 너무 신나고 행복해지게 만들어주시는것 같아요 너무 잘 듣고 가요 ㅠ 항상 응원합니다 ㅎㅎ
