id,comment
MM-ne8ey,탄핵 가결 기념으로 다시 들으러 왔다 끼요오오옷
곽유신-m5d,3:11 씨발 진짜 이장면에서 갑자기 웃음 나오면서 눈물나오네 별 주책이다;;;;
wonkim7951,"코로나 바이러스가 지구상에서 사라지는 그 날, 전세계 모든 인류가 함께 소리칠 것 같은 노래.."
아냐응-n5c,핸드폰 액정 밖에서도 미치는데 저 자리서 다같이 때창하면 진짜 재밌겠다
우종성-w6f,명곡은 시대를 넘어선다.
빙그레-g8z,와 북치는형 안힘드나 조낸 힘들꺼같은데 저거 1분만 저렇게쳐도 개힘들던데
HSK9134,러시아의 침공으로 고통받는 우크라이나 사람들이 전쟁에서 승리하고 거리에 이 노래가 울렸으면
권-x6o,가사대로 코로나는 폭군이고  코로나 종식되는 날 폭군이 죽었다는 의미로 이 노래가 울렸으면
조현서-k5b,진짜 영국은 밴드가 너무 멋있음... 비틀즈 오아시스 콜드플레이 원디렉션 이 4개만 해도 웅장해짐
희희-f8v3y,2:11 저때 손피한다고 박자놓치는 상상했닼ㅋㅋㅋㅋㅋㅋ머릿속에 둥둥둥둥 치다가 둥둥...둥...하는 내가 너므 잘 상상된다 ㅣㅋㅋㅋㅋㅋㅋ
gray8921,예루살렘의 종소리가  라는 가사에 실제로 종치는 소리가 나즈막히 들리는게 최고인듯
mashmello460,2021 설날 연휴입니다 생존자는 손을 들어주세요
헉우왕-r1k,계엄령도고 탄핵 이란말 듣고 이노래 들으로 1인
쭈엔삔,2:11 ㅇㄴㅋ⫬ㅋ⫬ㅋ⫬ 왜 손집어넣는데 ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬
유튜브중독-r5m,노래는 군중을들썩이게하고군대는 군장을 들썩이게한다
CatStew258,북치면서 엇박으로 종까지 치냐 대단하다 ㄹㅇ
jiyoungsuh4567,다른데서 본 가사해석보다 훨씬 뜻이 잘 통하고 와닿네요 역시.
redmanandpigs,명곡은 지금도 멈추지 않는다
user-zx3ir7kd7b,아 한국에서 해주면 이거 10배는 들려줄 수 있는데
TheReds1,2020년 8월 이후에 온 사람 없겠지?
방인기-m6i,진짜 어떻게 이런 노래를 만들수있을까...자신의 전성기를 떠올리며 만들었다고 들었는데 이노래 자체가 전성기고 이곡이 콜드 플레이 같다
롸-w7k,제발 코로나가 끝나면 내한공연 제발 한번만 더 제발재발제발
chardri7934,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was never, never a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh, oh, oh, oh, ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
책을읽자-g9o,2020 9월 듣는사람..? 뭐했다고 벌써 9월인지...
chilla7775,화려했던 과거에 대한 향수...2010년대를 이끌었던 정서가 아닐까 싶다...디즈니의 과거 명작에 대한 실사판의 흥행도 이에대한 증거라고 보임..
user-pf1bq9bn5k,코로나 땜에 집에서 이거 듣는사람?
user-dq6ek8vu4q,그래 이 북소리가 내 심장을 울린다고
ysm2303,2019년 마지막을 이 곡과 함께 하다
me5528,콜드플레이 내한안오나요 무진장 기다리는데 ㅜㅜ
이경훈-o8i,작곡도 가사도 미쳤다 정말 가슴이 웅장해진다
편식해요,2:11 !?
탱탱자-r5v,1:05 긴급속보입니다. 공연장에 오스트랄로 피테쿠스 불법 난입으로 인하여.......
hapil2452,정확히 기억은 안나는데 누군가가 말했죠인류 역사가 한편의 영화라면 엔딩 크레딧은 이 노래가 나와야 한다고
김한결-k2r,"고등학교 합격해서 오겠습니다, 약 100일 남았다."
meowwvvw,가슴이 벅찬다
yileylee6619,02:08 누나는 똥을 싸 냄비에~
Wreck-ph4fe,청춘의 시작을 콜드플레이와 함께!!!
조주원-v8x,왕의 파멸정말 잘 나타냇다
내글을봐라바,2020년 11월 입니다 생존자 는 손을 들어주세요!
졸려-y3u,이거 들으면서 개 데리고 산책시키면 개가 아니라 사자 데리고 다니는 기분임
바브-n5x,"이 영상은 주기적으로 자존감 떨ㅇㅓ지고 우울할 때마다 와서 봐야돼,,,,,,,,,음악은 사람을 살게 해"
jjangggaeramen,보헤미안 랩소디처럼 콜플도 나이가 들때 영화 만들어졌으면 좋겠다 영국밴드끼리
최준우-z1t,2019년 12월 이영상 보러온사람 손!
user-sj7gv7im7t,저관객중 코로나 확진자 한명이 있으면 생각을 했는데 존나 끔찍하다
이혁혁,우린 비바라비다
베토벤루트비히반,좋아요 누르면 시험 1등급~~
user-zi5iz5cz4m,0:13 ???: 희생할 내 팔을 위해 애도의 박수를...
라이치-c6r,음원사재기 땜에 빡처서 귀정화하러 옴
dhyun-x8m,들을 때마다 벅차오르면서 어떤 일도 다 할 수 있을거 같은 위로를 받는데 몰락한 왕에 대한 가사와 함께 보면 여러 감정이 드네요 죽기전에 콘서트를 한번 보고 싶었는데 은퇴를 한다니 아쉬워요
HWANDOL-2,이것만 들으면 나도모르게 책상을 북소리에 맞춰서  치게되네
이름없음-p9o7x,분명 저사람들도 집가서 침대에누워서 실실 쪼겔거야
박건우-v3g,똥 먹어본 사람만 좋아요 눌러
요-i5q,공부하다가 생각나서 듣고있는데 진짜 최고의선택 너무좋아요 ㅠㅠㅠ
minimani3752,2020.11.01 생존자 손
hala_madrid1056,진짜 즐기는게 보인다
김두환-u6t,1:04 개웃기네ㅋㅋㅋㅋㅋㅋㅋ
확찐자-v3m,대통령탄핵 전도사 보러 왔습니다.
entp3377,정말 뜬금이지만 뒤에서 계속 북치는 사람 두더지 게임 잘하겠다
june9369,2019년 수험생들 힘내세요 화이팅!!
0510_j,이거 들은후로 음원을 못듣겠다....
YoYoNingg,티켓팅 성공한자들 출첵!!
happyday01260,3:38 북치는 사람 한계점 와서 몸 꼬이기 시작한듯 ㅋㅋㅋ
컨트리팝,0:09 1:05 이 사람은 1분동안 저러고 있던거임?ㅋㅋㅋㅋ
eeekenaranaa5324,가사가 너무 철학적이고 인생무상과 인간의 본성 나약함 이런것들을 느낄 수가 있다 명곡은 영원하다
jager934,나의 할아버지는 비틀즈에 대해 말해주었고 나의 아버지는 퀸에 대해 말해주었다. 난 나의 자식에게 콜드플레이에 대해 말해줄 것이다.(멋있어서 퍼온 댓글)
sunset__02,나는 어떻게 양손으로 북이랑 종 박자를 다르게 칠 수 있는지 신기하다...내가 치면 중간에 박자가 같아질텐데..ㅋㅋㅋㅋ
오지석-t6g,@2:32 고 윌~
apro8900,노래이름이 '비바라비다' 인데 '비바람이다' 라고 검색하면 뜸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 개웃기네
남상현-s7h,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, long live the kingOne minute, I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a-ringin'Roman Cavalry choirs are singin'Be my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason, I can't explainOnce you'd gone, there was never, never an honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells a-ringin'Roman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason, I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh-oh-oh, oh-oh, ohOh-oh-oh, oh-oh, ohOh-oh-oh, oh-oh, ohOh-oh-oh, oh-oh, ohOh-oh-oh, oh-oh, ohI hear Jerusalem bells a-ringin'Roman Cavalry choirs are singin'Be my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
전호민-z1s,2021년도에도 보려고 온사람 손
뇹뇨옵,저형 저옷디게 좋아하나보네 ㅋㅋ
현지훈-q6j,"2:10 크리스 마틴이 손 넣고서 대머리 아저씨 반응대머리 아저씨: ""오호 이새끼봐라?""크리스 마틴: ""쳐 보던가 ㅋ"""
jang4070,내한소식 듣고 왔습니다
--____-,1:04 ㄹㅇ 이러지맙시다 뒤에잇는사람은 개때리고싶으니까
승우-v6k,며칠 전 쿠팡플레이 콜드플레이 콘서트 보고 다시 왔습니다. 온라인이었어도 저 음절 하나만 들어도 가슴이 뜨거워짐
lIllIe__,들을 때마다 심장이 뛰고 벅차고 지금 말하면 허황된 꿈이라고 비웃음 살 수 있었던 꿈을 간직하던 어린 시절의 두근거리는 기분을 그대로 느낄 수 있음
user-o7nt5ws3pz,여행 프로그램 단골 BGM듣기만 해도 마음이 벅차고 가슴이 웅장해지는 느낌이라 방구석에서 화면으로 여행지 보면서 이 음악과 함께 들으면 현지에 가 있는 기분이 듬
나무야77,영상 넘나 잘봤어요  감사하고 고맙습니다
Pingoo_love,티켓팅 실패했으면 개추 ㅋㅋㅋ…….
유튜브정대철,미쳤다
KoreanJeongTV,역시 브라질 상파울로에서의 라이브였군요...브라질 사람들 열정은 정말 대단하고 알아줘야 합니다.영국하면 떠오르는 가수는 비틀즈이지만 영국하면 대표적으로 나오는 노래는 바로 콜드 플레이의 이 노래가 대명사 같은 노래가 된 듯 합니다.
장상우-b9i,2024입니다생존자는 손을 들어주세요
creative_activity_studio2962,25년 내한 공연 티켓 예매 성공을 기원하며 다시 들으러 옴 ㅋㅋ
파이팅-m1e,쇼미보고 생각나서 왔다
kmscd1841,The best concert video in human history.
user-betternow_wow,토요일 화요일에 보자구나
user-mv2cc6dq6h,태버 비바라비다 보고 온사람
ssl278,몇번을 봐도 질리지 않는 라이브 영상
John-fh7lt,노래 미쳤네요 방구석에서 느끼는 광활함과 자유로움
비틀매니아,영화관에서 보았던 Live at River plate.. 제 짧은 인생에서 가장 인상깊었던 영화 중 하나입니다 콜드플레이가 전해준 가르침 Believe in love 항상 잊지 않을게요
김동선-l5x,1년전 마음이 너무 힘들때가 있었는데이노래 들으면서 마음 가다듬고 했었어요매일 출발하기전에 노래듣고 마음 가다듬고오늘도 열심히 해보자며....덕분인지 지금은 주변상황도 내 몸도 마음도 많이 나아졌어요저에겐 아침의 희망곡이네요^^
jw2122,티켓팅 성공하고 뽕 충전하러 온 사람~
호날두전용변기,보통 노래들 들으면 별 감흥없이 듣는데 이건 진짜 전율이..와..사람한테 이런 노래가 나오다니…인간이 얼마나 대단한지 느낄수 있었다..
게으른마녀-j3p,정말 이런영상 올려주시는분들은...뭐랄까 너무나리 감사해서 황송해요♡
뿌뿌-w3t6o,이 한곡 때문에 콘서트 가고 싶어졌다.
이정환-n2k,새해복많이받으시고 다들
latz3614,그 댓글 어디갓지...인생이 비디오게임이면 엔딩크레딧에 나올 음악이라고
정성재-g6i,스텐딩 2000번대 성공!!
jinjiibbai,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sweep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy''s eyesListen as the crowd would sing:""Now the old king is dead! Long live the king!""One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can''t explainOnce you go there was never, never an honest wordThat was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me in.Shattered windows and the sound of drumsPeople couldn''t believe what I''d becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can''t explainI know Saint Peter won''t call my nameNever an honest wordBut that was when I ruled the worldooooo ooooo ooooo oooooo ooooo(repeat with chorus)I hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can''t explainI know Saint Peter won''t call my nameNever an honest wordBut that was when I ruled the world"
nuvo_sh,새해 첫곡
chabori3540,1:03 이 분 열정이 느껴져서 너무 좋다.
윤진쓰,제발제발제발 내항 티켓팅 성공하게 해주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
이민호-b5m,이 노래로 힘 받아가요! 유일한 낭만중 하나 소중하네요
홍인철-x7e,너무 좋습니다.
DNH-hh9qx,몇년이 지나도 지겹지도 않고 명곡임게다가 눈물남 설마했던 암울기가 올줄은 생각도 못함
Stefan_Bajcetic,면접 너무 떨리지만 열심히 능력껏 잘 해오겠습니다!
strangeflavor9859,내가 콜드플레이면 나도 이영상 힘들때나 용기가 필요할 때마다 돌려볼듯
JH-gs3mh,Queen 다음으로 라이브충격을 준 아티스트...아티스트의 최고의 라이브실력과 열정적인 브라질관중들이 만들어낸 최고의 라이브영상특히 3:00
라디오노트,한 사람이 아니라 인류 전체 역사의 마지막 페이지에 어울릴만한 노래
dlfskal75,2025년도에는 또 새롭네 ㅎㅎ
윤윤-s2b,새해니까 들으러 와줘야지
seungheepyo1456,정말 대단하고 존경해 자신의 성과를 저렇게 다른 사람들에게 내놀 수 있다는 게
lemonjusam,어렸을때는 마냥 웅장한 노래였다고 생각했는데 나이먹고 보니 되게 슬픈 노래네요..
simonjeong1381,"특별한 의미 부여는 아니었지만, 단지 이 노래를 처음 들었을 때의 느낌과 어줍잖은 가사 해석의 기억에 따라... 결혼식 행진곡으로 사용했습니다.제 입장곡은 Adventure of lifetime...2017년 12월 당시에는 조금 생소한 곡들을 선택했다 생각했지만, 지금 당시 영상들을 봐도 '다시 돌아가도 이 노래'였을 거 같습니다.와이프와 마지막 행진곡 선택 때 여러 후보들 노래들을 들어보며 고민하던 때, 우연히 외출 후 돌아오던 차에서 결혼 후 미래에 대한 불확실하지만 조금은 희망 섞인 대화를 나눌 때 'Viva la vida'가 흘러나왔습니다. 그러면서 둘 다 망설임 없이 행진곡으로 선택했습니다.처음 이 곡을 접했을 때부터, 저에게 이 곡은 특별한 의미로 자리 잡았나 봅니다.언젠가 다시 내한한다면 그때는 꼭 저희 가족 모두 가볼 생각입니다.(지난 현카 슈퍼콘서트 못 가서 아직까지 아쉬움에...ㅜ)"
S0odal,이거 보고 콜드플레이 콘서트 가기 버킷리스트 추가함
doc1037,만약 외계문명에게 지구의 음악을 단 하나만 대표해서 들려줄 수 있다면 선택하고 싶은 곡.
신정철-z5i,A song that leads me when I'm tired and tired.Still in November 2021A song that causes people all over the world!
jinheepark3264,땅속에 있다가 세상밖으로 꺼내져서 숨쉴수있게 해주네요
한만승-f9l,이런노래는 이세상에는 꼭 존재해야하는 노래!!!
soobinzzang,"앨범 이미지음악재생I used to rule the worldSeas would rise when I gave the wordNow in the morning I sweep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, Long live the kingOne minute I held the keyNext the walls were closed on meAnd I discovered the my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was neverNever an honest wordBut that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what's I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a ringingRoman Cavaly choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
김에스트,진짜 집에가면 얼마나 허무할까...
콜먼-s7r,내가 한참 공시 준비할때 힘들어 할때마다 듣던노래 시험직전에 들으면서 적진 들어간 느낌으로 들었는데 면접까지 갔지만 떨어지고ㅋㅋㅋ다시 원하는 과 대학교 수능 보고 들어왔어요 추억의 노래 ㄹㅇ
marlingazamimuchim9426,농담 안 하고 들을 때마다 벅차오름
SooStory666,들을때마다 가슴이 웅장해지네요 굿
good-corn,이게 2008년 노래라니.. 믿을수가 없다… 내가 태어난해랑 같은 해라니….. 너무 멋있어ㄷㄷ
yozememak,멋진 곡 잘 들었습니다
Gaxxleo_Gaxxlei,가사 진짜 심오하고 멋있다
순한양-f9r,코시국이 한장이던 어느 우울한 저녁 이 노래듣고 세포가 깨어나는 느낌이 들었어요. 음악의 힘을 깨닫던 순간.
하태권-j6r,콜드플레이 음악에  경의를  표합니다~!
studio_ludens,제가 알던 가사번역이랑 다른 느낌이예요..  곡이 훨씬 더 이해되고 몰입되네요.
Duck-p9t,황석희 번역은 레전드다….
bbananaa,막콘 티켓팅 성고했습니다 !!
ko..1328,진짜 돌았다 어떻게 이런 노래를 썼지 드럼 박자랑 똑같이 가슴 뜀... 근데 또 가사는 마냥 신나고 밝지 않아서 애틋함이 함께 묻어나는 듯
Yeon-Rang1917,우리는 이 노래를 다시 불러야 할 순간이 올 겁니다. 그때를 기다릴 뿐입니다
보우야하루미치,콜드플레이는 전설이네내한 꼭 오시길 ㅠ
1viin,항상 들을 때마다 벅차오른다. 직접 현장에서 보면 더 장난 아닐듯
anyeone4872,아 다 좋지만 첫부분부터 1분 30초 정도까지 모든 제스처의 유기적인 흐름? 너무 좋음… 하나도 빠짐없이 주옥같다…
써준짱,드디어!!!!!!!!!!!
ssolhan1842,몰락한 왕의 한 평생을 되돌아 보는 듯한 가사가 왕의 슬픔과 그 때의 이야기를 후련하게 털어놓는 기분도 드네요
inseokhwang2778,이노래 라이브로 들어보는게 소원이었는데 드디어 티켓팅 성공. !!! 내년에 봅시다
킹승-w2m,와 진짜 가슴이 웅장해진다 전역할때 이 노래 들으면서 나가야겠다
Yazze1u5,콜드플레이는 진짜 전설이야
초이-b3t,가사에 집중하려고 보다가도 나도모르게 무대와 관객들을 보게 되서 몇번이고 다시봤다
hyj8765,"회사 동료가 추천해서 당일 티켓팅 도전해서 금요일꺼 티켓 구매함, 지금부터 열심히 들어서 공부할 생각임"
_kei6428,지금 내가 겪는 고통을 이해할수 없지만 나는 이곳이 동굴이 아니라 터널이라고 믿는다
虎야虎야,"콜드플레이 영상중에서 최고임,,,,"
pus0509,진짜 최고의 라이브 무대다. 관중들은 진짜 신날듯.
쟈미아,지금 이 띵곡을 들은 나 자신...하찮다안안니 이런 띵곡을 지금 듣고 있자나ㅠㅠㅠㅠㅜㅠ
Rockstar.99,슬픈 멜로디도 루즈한 박자도 아닌데 이상하게 눈물부터 나오는 노래 나는 이 노래로 밝은 멜로디와 쿵 쿵 울리는 북에 맞춰 눈물 터뜨리는 법을 배웠다
jjin4105,영상보고도 울먹거리는데 현장감은 얼마나 클까..
choiddol2000,와 에너지가 어마어마하네요 ~~
186man,흐르려는 눈물을 억제하며 들어야할지 살짝 흘려야할지 고민하게되는 곡드럼소리가 심장박동소리로 오해되는 곡
파고드는세상,25년 당신을 만나러.. 도전하겠슴다..
guabayaaaa,콘서트 예매 지금 성공  지려따 지렸어
가나다라마바사-j7m,진짜 언제봐도 개쩔음..
성원박-p4v,잠시 신이 내려와 영감을 주지않으면 절대 못만들 노래임.
나만건전하다,콜드플레이의 공연은 꼭 한번 보고싶다 ㅠㅠ
youtube-offcial,"EBS교육 및 강의, 교양프로그램, 군대 정훈교육영상들의 오프닝 단골 곡, 노래는 좋으나 이 노래가 나오면 항상 졸리거나 시작도전에 지겨워짐 ㅋㅋ"
binniesssss,토요일에 보자!!!!!!!!!!!!!!!
wpqlcka,수 많은 관중을 거느리는 왕이 되는 기분...
박은향-n9o,Amazing !This music made me happy .
알파드,수능 전날 잠들기 전 최고의 선택
LeeRam-qp5xc,씨이이이이발!!!! 가쥬아!!!!!!! 내가 4월 18일까지 살아있을 이유가 생겼다고!!!!!
20.7s,2024년도 손!!!
xjoon,와 3:00 카메라가 가르는데 소름 돋는다
JuventusJuventus..............,"어릴때 듣던 노래의 빡빡이 아저씨가 기억나, 이 아이는 난타 수행평가에서 저 노래를 택한다.."
망치와치치,노래 좋으네요..
mnmnmn1082,21세기에 느낄 수 있는 최고수치의 낭만과 감동임
sugandolligy,진짜 너무 좋다
김승주-u8v,"1:50 왕관 내려놓는 모습 왜 눈물나지 .. 너무 이유없는 눈물이야,,,"
모두의힐링실버영,심장뛰고 결국엔 뜨거운 눈물이 나오는 내 영혼의 뮤직
toc7325,세상은 여전히 변함없이 아름답다. 예전에도 지금에 이르러서도 그래왔듯
dodotv8133,이게 콘서트지..그냥있던노래나부르고 하는게아니라 정말 같이 즐기러 관중과 놀러온기분
ten_nus_,스무살 돼서 가는 콜플 콘서트스탠딩에서 그냥 다 걸고 뛰어야지
ssgv5703,"Vēnī. Vīdī. Vīcī(왔노라,보았노라,이겼노라)"
Llll-hz6xh,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sweep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, Long live the kingOne minute I held the keyNext the walls were closed on meAnd I discovered the my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was neverNever an honest wordBut that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what's I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a ringingRoman Cavaly choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
Llll-hz6xh,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sweep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead, Long live the kingOne minute I held the keyNext the walls were closed on meAnd I discovered the my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was neverNever an honest wordBut that was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what's I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be king?I hear Jerusalem bells a ringingRoman Cavaly choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldI hear Jerusalem bells a ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
seulne,I used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is deadLong live the kingOne minute I held the keyNext the walls were closed on meAnd I discoveredthat my castles standUpon pillars of saltand pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was nevernever a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windowsand the sound of drumsPeople couldn't believewhat I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh who would ever want to be kingI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh oh oh oh ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world
lillllil1214,가사번역 by 영화번역가 박지훈이 아니라 다행이네
jjjjjj123..,2025년에도 행복한 추억으로 남겨주길
다음생엔미남의잘생긴,아 진짜 그때 그 감성...그 팝송....ㅠㅠㅠ
Ted95-h5d,북치는 아저씨 머리는 다 놓쳤지만 박자는 안놓친다는 댓글 웃겼는데ㅋㅋ
챙챙쿤,"근데 이것저것 중요한것들이 많지만 그것보단 어쩌면 저에 대한 존경, 끝없는 경외야말로 우리 인간이 이뤄내야할 지향점이 아닌가싶어요.. ㅎ"
shadowjs23163,24년도에도 들으러 온사람 부쳐핸즈업
콩국수-h7w,저기있는 사람들은 평생 저 장면을 잊기 못하겠다..!! 부럽다..ㅠ
lock866,가수가 감동과 즐거움에 몸둘바를 모르는 저 모습..낭만이다..
habalagigoul3901,사실 2012년 여름에 '몰락한 왕국(Fallen Kingdom)'이라는 마인크 패러디 영상에서 처음 들었다가 2014년에 진짜 원곡을 알게 되었는데 ㅎㅎㅎ이젠 추억이 되어가는구나
LOL_is_fun17,한국에 오시면 열창하러 간다 꼭
김태현-f6r,너는 해낼 수 있어 너는 뭐든지 할 수 있어..
roy5290,아니 ㄹㅇ 썸넬부터가 일단 누르고 보는겨
jao-c7g,노래가 너무 경쾌하고 즐겁네 두사람 케미도 좋네요 로제 예뿌다
목돌아간갈매기,또 보러왔슴메~
user-tm5kn3mk5v,노래가 안잊혀진다
최준혁-k3t,3:11 지구상 어떤 사람이 이 장면을 보고 뽕이 안 찰 수가 있을까
안중원-l6w,긴장되고 힘들때마다 듣는곡
user-kx7im6vw9k,가사가 디게 철학적이네먼말인지 모르겠는데소름은 돋는다
이우영-k1q,지금에 권력자 누구에게 들려주고 싶은 노래국민은 바보가 이니다.  우리의 목소리를 외면하면 결과는 패배뿐 잊지말라
서윤이랑,"크리스형~ 다시 한번만 꼭 내한해주오! ㅠㅠ그럼 A석 가격이 얼마든 꼭 가리다,, 진심 ㄹㅇ~♡"
김규담-g9o,이런댓글 있었던것 같았는데인류사가 한편의 영화라면 이노래가 엔딩곡이라고
kjj9178,가사가 미쳤네 이야...저런 느낌?에 중세영화 한편 없나
Potato11119ah,콜플 드럼분은 급하게 배우고 들어가셨다는데 어떻게 게속 하고 계시넼ㅋㅋㅋ 재능이 있으셨나
김경주-f7g,왜 이제야 나를 찾죠?...
등각도주,이거1시간은없누 ㅠㅠ
서랑월,"나의 역사는 흔한 폭군으로 남겠으나,이겨낸 자들의 역사는 신화가 되리라."
첵스초코파맛-s8v,아 진짜 무조건 간다 내년에 20살인 나에게 선물을 주겠어 아 무조건 간다ㅏ아아앙ㄱ!!!!!!!!!!
쿠미-l2m,음식보다 음악을 선택한 나라
샨나로-y7l,내년 4월이 너무너무 기다려진다
